
UniqueId,paperID:ID,Title,PublishInYear:int,Journal Id,Journal Name,Conference Series Id,Conference Series Name,Source URL,Venue Short Name,TimestampAdded,TimestampLastVisited,TimestampMod,:LABEL
20171030024136-001-01-8,1999046676,normal forms and syntactic completeness proofs for functional independencies,2001,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-5,2049782102,identifying cognitive categories the basis for interpretative data analysis within soft systems methodology,1993,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-2,2074413209,anql an active networks query language,2006,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-98,1974974389,domains and semantic integrity,1990,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-95,2574964711,conceptualizing the silent risk of inadvertent information leakages,2017,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-92,2562829479,daten informationen und wissen,2017,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-89,2092495453,adequacy of decompositions of relational databases,1980,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-86,1985470198,minimalism justification and non monotonicity in deductive databases,1989,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-83,2743021819,big data management challenges in health research a literature review,2017,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-80,2053132910,a computer system for big scientometrics at the age of the world wide web,1997,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-77,36535456,bcnf via attribute splitting,2012,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-74,1585679332,literacy and data modeling,2010,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-71,2064709777,pseudofinite homogeneity isolation and reducibility,2007,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-68,2089210350,on the complementation rule for multivalued dependencies in database relations,1978,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-65,2015323293,management of complex immunogenetics information using an enhanced relational model,1991,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-62,2330801940,enhanced document traceability for development of complex high integrity software systems,2005,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-59,2148420033,development of a versatile database for transport properties of foods,2009,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-56,2003795441,navigational facilities for relational database,1983,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-53,2037875188,general transitive closure of relations containing duplicates,1990,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-50,2440099138,verfahren und werkzeuge zur informationsmodellierung,2016,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-47,2508200097,algebra of rdf graphs for querying large scale distributed triple store,2016,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-44,2133696345,databases on the web,2004,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-41,1991488198,data decay significance and confidentiality a time oriented data model for comprehensive care,1981,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-38,1966387298,cardiocod a query data base for clinical cardiology,1981,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-35,967932580,13 developing applications in corporate finance an object oriented database management approach,2002,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-32,2015784425,technical strategy for laboratory information management systems,1994,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-29,2094305813,logical design of data base systems,1989,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-26,2040911760,on characterizing boundedness of database schemes with bounded dependencies,1992,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-23,2035340860,on the design of a micro based mrp system a relational database approach,1988,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-20,1978993050,datalog extension for nested relations,1995,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-17,2126467979,a theory of well connected relations,1979,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-14,1992094834,the use of ai methodologies in production system modeling,1990,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-11,2087188217,formalization of algorithmic knowledge of object domains in terms of the algebra of algorithmics,2007,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-8,1996742209,applying simple theory of types to data bases,1981,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-5,1964739589,relational storage and processing of two dimensional diagrams,1985,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-2,1980257440,a graphical interpretation of dependency structures in relational data bases,1981,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-98,1979186433,polynomial tests of normal forms and some related results,1992,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-95,2035647727,structure of closures in relational schemas with join and functional dependencies,1991,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-92,2005290586,query by forms user oriented relational database retrieving system and its application in analysis of experiment data,1989,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-89,2084780978,data sharing and access protection in business system 12,1985,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-86,2047804538,problems in data management when studying chronic illness,1981,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-83,2049687398,relational databases a theoretical primer,1989,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-80,2048688869,axiomatization of generalized functional dependences in relational data bases,1981,null,null,null,null,null,null,2017-10-3014:41:58,2017-10-3014:41:58,2017-10-3014:41:58,paper
20171030024136-001-01-77,130849394,a network structure study of the errors in databases,1981,null,null,null,null,null,null,2017-10-3014:41:59,2017-10-3014:41:59,2017-10-3014:41:59,paper
20171030024136-001-01-74,2087848323,a calculus for hierarchical data structures,1985,null,null,null,null,null,null,2017-10-3014:41:59,2017-10-3014:41:59,2017-10-3014:41:59,paper
20171030024136-001-01-71,2057035973,representation of relations and transformations of their tables,1981,null,null,null,null,null,null,2017-10-3014:41:59,2017-10-3014:41:59,2017-10-3014:41:59,paper
20171030024136-001-01-29,2140437372,information modeling in the time of the revolution,1998,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-20,2034262006,fundamental study the multiple facets of the canonical direct unit implicational basis,2010,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-11,2159970693,general database for ground water site information,2006,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-2,2137937634,the curation paradigm and application tool used for manual curation of the scientific literature at the comparative toxicogenomics database,2011,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-92,2050063781,modeling and processing information for context aware computing a survey,2009,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-83,1997651539,temporal data classification using linear classifiers,2011,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-74,2082948153,data modeling for precision dairy farming within the competitive field of operational and analytical tasks,2007,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-65,2093369250,designing oql allowing objects to be queried,1998,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-56,2056850868,a supply chain of things the eaglet ontology for highly visible supply chains,2014,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-47,2044797496,fuzzy relational algebra for possibility distribution fuzzy relational model of fuzzy data,1994,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-38,2017995536,full predicate coverage for testing sql database queries,2010,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-29,2337003914,data science accelerating innovation and discovery in chemical engineering,2016,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-20,2088051528,ontology based data access an application to intermodal logistics,2013,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-11,6235636,on the conceptualization of a modeling language for semantic model annotations,2011,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-2,39833282,dynamic program analysis for database reverse engineering,2013,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-92,2066994354,a complete axiomatization of fuzzy functional dependencies using fuzzy function,2005,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-83,2166686713,from tables to frames,2005,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-74,2037381552,finitely representable databases,1997,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-65,2177930498,model based programming environments for spreadsheets,2014,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-56,2394825370,query support for bims using semantic and spatial conditions,2010,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-47,2088986879,expressiveness in conceptual data modelling,1993,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-38,2075079862,a framework for user driven data management,2014,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-29,1565612662,history of computers electronic commerce and agile methods,2008,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-20,2125881715,microbial variome database point mutations adaptive or not in bacterial core genomes,2013,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-11,2112723494,organizing research data,2011,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-2,1961315249,incremental computations over strongly distributed databases,2016,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-92,2055459693,reasoning about functional and full hierarchical dependencies over partial relations,2013,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-83,1802964627,the boyce codd heath normal form for sql,2011,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-74,2150155841,introduction to the disrupt postprandial database subjects studies and methodologies,2010,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-65,2053128629,design and analysis of techniques for detection of malicious activities in database systems,2005,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-56,1591993086,flextable using a dynamic relation model to store rdf data,2010,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-47,1972810101,on specifying software quality,1992,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-38,2041106259,an access structure for similarity based fuzzy databases,1999,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-29,1781727213,querying incomplete data with logic programs er strikes back,2007,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-20,1981314915,environmental informatics for solid and hazardous waste management advances challenges and perspectives,2013,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-11,2604064110,formal architecture modeling of sequential non recursive c programs,2017,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-2,2075420857,the relational model beginning of an era,2012,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-92,2554100246,inclusion dependencies and their interaction with functional dependencies in sql,2017,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-83,2389779077,symbioses between mathematical logic and computer science,2016,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-74,1976184976,storing and querying fuzzy xml data in relational databases,2013,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-65,1963498955,transformations of structures an algebraic approach,1981,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-56,2040094720,decision support system based on the history of flood and flash flood events in romania,2013,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-47,2070985263,functional dependencies are helpful for partial materialization of data cubes,2015,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-38,2244913846,sql data profiling of foreign keys,2015,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-29,1973716249,conceptual independence,2015,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-20,17135638,armstrong databases and reasoning for functional dependencies and cardinality constraints over partial bags,2012,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-11,2045388911,an expert system helps students learn database design,2005,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-2,1921474118,form ing institutional order the scaffolding of lists and identifiers,2016,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-92,2401355428,data storage and index models for graph databases,2011,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-83,2087257109,temporally oriented data definitions managing schema evolution in temporally oriented databases,1991,null,null,null,null,null,null,2017-10-3014:42:35,2017-10-3014:42:35,2017-10-3014:42:35,paper
20171030024136-001-01-49,1978684550,a meta analysis comparing relational and semantic models,2011,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-40,2040230066,the relational database and the concept of the information system,2012,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-31,2089045415,a temporal object relational sql language with attribute timestamping in a temporal transparency environment,2008,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-22,2094323421,a data model for use with formatted and textual data,1986,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-13,2029702962,digital system for detecting classifying and fast retrieving corrosion generated defects,2001,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-4,2748055990,development of a knowledge base to support the consideration of groundwater protection in land use planning,2017,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-94,309331400,incorporating fuzziness in spatiotemporal xml and transforming fuzzy spatiotemporal data from xml to relational databases,2015,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-85,1983330561,gdb a tool to build deductive rules using a fuzzy relational database with scientific data,2008,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-76,1988853405,information systems records relations sets entities and things,1975,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-67,2091581556,inferences of multivalued dependencies in fixed and undetermined universes,1980,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-58,1986184516,foundations of relational similarity based query language resiql,2013,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-49,2093036286,weak n ary relational products in allegories,2014,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-40,1963792873,a practical approach to transforming extended er diagrams into the relational model,1987,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-31,2026513495,a database for qa qc in neutron activation analysis and gamma ray spectrometry,2007,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-22,2268505604,invariance of keys with respect to operations of table algebras,2015,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-13,2294929612,anatomy of functional components of healthcare information system,2015,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-4,1991107856,semantic data modelling and visualisation using noetica,2000,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-94,1975964053,mapping external views to a common data model,1978,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-85,1988955321,user models and world models for data information and knowledge,1989,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-76,2069467331,the design and implementation of a relational materials property data base,1988,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-67,1505505691,chapter one bioinformatics and computational biology for plant functional genomics,2002,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-58,2035423550,procedural and non procedural query languages revisited a comparison of relational algebra and relational calculus,1987,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-49,2604520757,semantic interoperability at big data scale with the open62541 opc ua implementation,2016,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-40,2489226218,semantic web services composition with case based reasoning,2011,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-31,2738787306,intuitionistic logic programming for sql,2016,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-22,2063324219,a model for optimizing indexed file structures,1974,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-13,1997726903,archetypal personalized recommender system for mobile phone users,2013,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-4,2110899919,succinctness in dependency systems,1983,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-94,1981895658,dependency preservation in semantic databases,1994,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-85,1996200798,a system to support high level data description and manipulation of an operational data base system,1976,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-76,2021805180,comparison of expressive power of some query languages for databases,2011,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-67,2022184075,algebraic algorithmic means for designing knowledge of object domains,2009,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-58,1584150229,model based data engineering for distributed simulations,2012,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-49,1970428406,linguistic approach to database theory ddl s for hierarchical model,1978,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-40,2610756041,technique for transformation of data from rdb to xml then to rdf,2017,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-31,1965484929,an alternative way to represent the cogroup of a relation in the context of nested databases,1989,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-22,2483305869,conventional and non conventional data modeling,2013,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-13,2048071707,grammars which describe large bodies of data,1978,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-4,160776894,protosystem 1 an automatic programming system prototype,1986,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-94,1983440936,on intelligent database systems,1992,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-85,2071966220,data definition and manipulation languages for a cad database,1983,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-76,1540100759,grundlagen einer theorie der datenstrukturen und zugriffssysteme,1975,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-67,2003196490,a sound and complete axiomatization of embedded cross dependencies,1984,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-58,2483248636,history of databases,2016,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-49,2488950806,31 hard constraints,2015,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-40,2050050023,organization and management of a database in the respiratory physiology,1990,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-31,2199398259,the architecture of a data processing system to support statistical studies,1984,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-22,2607735755,database dbms and data model,2004,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-13,2073541168,extremal problems in relational data bases,1985,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-4,2118797263,a table oriented database prolog system,1989,null,null,null,null,null,null,2017-10-3014:42:38,2017-10-3014:42:38,2017-10-3014:42:38,paper
20171030024136-001-01-91,2737146846,finite information agency,2017,null,null,null,null,null,null,2017-10-3014:42:40,2017-10-3014:42:40,2017-10-3014:42:40,paper
20171030024136-001-01-95,2114507260,survey of graph database models,2008,null,null,null,null,null,null,2017-10-3014:42:42,2017-10-3014:42:42,2017-10-3014:42:42,paper
20171030024136-001-01-60,2123418328,web technologies for environmental big data,2015,null,null,null,null,null,null,2017-10-3014:42:42,2017-10-3014:42:42,2017-10-3014:42:42,paper
20171030024136-001-01-9,2092842298,logic and databases a deductive approach,1984,null,null,null,null,null,null,2017-10-3014:42:44,2017-10-3014:42:44,2017-10-3014:42:44,paper
20171030024136-001-01-73,2130872776,principles of programming with complex objects and collection types,1995,null,null,null,null,null,null,2017-10-3014:42:44,2017-10-3014:42:44,2017-10-3014:42:44,paper
20171030024136-001-01-38,2068026167,microsimulation a survey of principles developments and applications,1991,null,null,null,null,null,null,2017-10-3014:42:44,2017-10-3014:42:44,2017-10-3014:42:44,paper
20171030024136-001-01-78,2099525917,a framework for testing dbms features,2010,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-43,2129918481,bimql an open query language for building information models,2013,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-8,2079399699,using semantic networks for data base management,1975,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-72,2006633728,neurosys a semistructured laboratory database,2003,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
